42675.00,111.489998
42676.00,111.589996
42677.00,109.830002
42678.00,108.839996
42681.00,110.410004
42682.00,111.059998
42683.00,110.879997
42684.00,107.790001
42685.00,108.43
42688.00,105.709999
42689.00,107.110001
42690.00,109.989998
42691.00,109.949997
42692.00,110.059998
42695.00,111.730003
42696.00,111.800003
42697.00,111.230003
42699.00,111.790001
42702.00,111.57
42703.00,111.459999
42704.00,110.519997
42705.00,109.489998
42706.00,109.900002
42709.00,109.110001
42710.00,109.949997
42711.00,111.029999
42712.00,112.120003
42713.00,113.949997
42716.00,113.300003
42717.00,115.190002
42718.00,115.190002
42719.00,115.82
42720.00,115.970001
42723.00,116.639999
42724.00,116.949997
42725.00,117.059998
42726.00,116.290001
42727.00,116.519997
42731.00,117.260002
42732.00,116.760002
42733.00,116.730003
42734.00,115.82
42738.00,116.150002
42739.00,116.019997
42740.00,116.610001
42741.00,117.910004
42744.00,118.989998
42745.00,119.110001
42746.00,119.75
42747.00,119.25
42748.00,119.040001
42752.00,120
42753.00,119.989998
42754.00,119.779999
42755.00,120
42758.00,120.080002
42759.00,119.970001
42760.00,121.879997
42761.00,121.940002
42762.00,121.949997
42765.00,121.629997
42766.00,121.349998
42767.00,128.75
42768.00,128.529999
42769.00,129.080002
42772.00,130.289993
42773.00,131.529999
42774.00,132.039993
42775.00,132.419998
42776.00,132.119995
42779.00,133.289993
42780.00,135.020004
42781.00,135.509995
42782.00,135.350006
42783.00,135.720001
42787.00,136.699997
42788.00,137.110001
42789.00,136.529999
42790.00,136.660004
42793.00,136.929993
42794.00,136.990005
42795.00,139.789993
42796.00,138.960007
42797.00,139.779999
42800.00,139.339996
42801.00,139.520004
42802.00,139
42803.00,138.679993
42804.00,139.139999
42807.00,139.199997
42808.00,138.990005
42809.00,140.460007
42810.00,140.690002
42811.00,139.990005
42814.00,141.460007
42815.00,139.839996
42816.00,141.419998
42817.00,140.919998
42818.00,140.639999
42821.00,140.880005
42822.00,143.800003
42823.00,144.119995
42824.00,143.929993
42825.00,143.660004
42828.00,143.699997
42829.00,144.770004
42830.00,144.020004
42831.00,143.660004
42832.00,143.339996
42835.00,143.169998
42836.00,141.630005
42837.00,141.800003
42838.00,141.050003
42842.00,141.830002
42843.00,141.199997
42844.00,140.679993
42845.00,142.440002
42846.00,142.270004
42849.00,143.639999
42850.00,144.529999
42851.00,143.679993
42852.00,143.789993
42853.00,143.649994
42856.00,146.580002
42857.00,147.509995
42858.00,147.059998
42859.00,146.529999
42860.00,148.960007
42863.00,153.009995
42864.00,153.990005
42865.00,153.259995
42866.00,153.949997
42867.00,156.100006
42870.00,155.699997
42871.00,155.470001
42872.00,150.25
42873.00,152.539993
42874.00,153.059998
42877.00,153.990005
42878.00,153.800003
42879.00,153.339996
42880.00,153.869995
42881.00,153.610001
42885.00,153.669998
42886.00,152.759995
42887.00,153.179993
42888.00,155.449997
42891.00,153.929993
42892.00,154.449997
42893.00,155.369995
42894.00,154.990005
42895.00,148.979996
42898.00,145.419998
42899.00,146.589996
42900.00,145.160004
42901.00,144.289993
42902.00,142.270004
42905.00,146.339996
42906.00,145.009995
42907.00,145.869995
42908.00,145.630005
42909.00,146.279999
42912.00,145.820007
42913.00,143.729996
42914.00,145.830002
42915.00,143.679993
