42916.00,144.020004
42919.00,143.5
42921.00,144.089996
42922.00,142.729996
42923.00,144.179993
42926.00,145.059998
42927.00,145.529999
42928.00,145.740005
42929.00,147.770004
42930.00,149.039993
42933.00,149.559998
42934.00,150.080002
42935.00,151.020004
42936.00,150.339996
42937.00,150.270004
42940.00,152.089996
42941.00,152.740005
42942.00,153.460007
42943.00,150.559998
42944.00,149.5
42947.00,148.729996
42948.00,150.050003
42949.00,157.139999
42950.00,155.570007
42951.00,156.389999
42954.00,158.809998
42955.00,160.080002
42956.00,161.059998
42957.00,155.320007
42958.00,157.479996
42961.00,159.850006
42962.00,161.600006
42963.00,160.949997
42964.00,157.860001
42965.00,157.5
42968.00,157.210007
42969.00,159.779999
42970.00,159.979996
42971.00,159.270004
42972.00,159.860001
42975.00,161.470001
42976.00,162.910004
42977.00,163.350006
42978.00,164
42979.00,164.050003
42983.00,162.080002
42984.00,161.910004
42985.00,161.259995
42986.00,158.630005
42989.00,161.5
42990.00,160.860001
42991.00,159.649994
42992.00,158.279999
42993.00,159.880005
42996.00,158.669998
42997.00,158.729996
42998.00,156.070007
42999.00,153.389999
43000.00,151.889999
43003.00,150.550003
43004.00,153.139999
43005.00,154.229996
43006.00,153.279999
43007.00,154.119995
43010.00,153.809998
43011.00,154.479996
43012.00,153.479996
43013.00,155.389999
43014.00,155.300003
43017.00,155.839996
43018.00,155.899994
43019.00,156.550003
43020.00,156
43021.00,156.990005
43024.00,159.880005
43025.00,160.470001
43026.00,159.759995
43027.00,155.979996
43028.00,156.25
43031.00,156.169998
43032.00,157.100006
43033.00,156.410004
43034.00,157.410004
43035.00,163.050003
43038.00,166.720001
43039.00,169.039993
43040.00,166.889999
43041.00,168.110001
43042.00,172.5
43045.00,174.25
43046.00,174.809998
43047.00,176.240005
43048.00,175.880005
43049.00,174.669998
43052.00,173.970001
43053.00,171.339996
43054.00,169.080002
43055.00,171.100006
43056.00,170.149994
43059.00,169.979996
43060.00,173.139999
43061.00,174.960007
43063.00,174.970001
43066.00,174.089996
43067.00,173.070007
43068.00,169.479996
43069.00,171.850006
43070.00,171.050003
43073.00,169.800003
43074.00,169.639999
43075.00,169.009995
43076.00,169.320007
43077.00,169.369995
43080.00,172.669998
43081.00,171.699997
43082.00,172.270004
43083.00,172.220001
43084.00,173.970001
43087.00,176.419998
43088.00,174.539993
43089.00,174.350006
43090.00,175.009995
43091.00,175.009995
43095.00,170.570007
43096.00,170.600006
43097.00,171.080002
43098.00,169.229996
43102.00,172.259995
43103.00,172.229996
43104.00,173.029999
43105.00,175
43108.00,174.350006
43109.00,174.330002
43110.00,174.289993
43111.00,175.279999
43112.00,177.089996
43116.00,176.190002
43117.00,179.100006
43118.00,179.259995
43119.00,178.460007
43122.00,177
43123.00,177.039993
43124.00,174.220001
43125.00,171.110001
43126.00,171.509995
43129.00,167.960007
43130.00,166.970001
43131.00,167.429993
43132.00,167.779999
43133.00,160.5
43136.00,156.490005
43137.00,163.029999
43138.00,159.539993
43139.00,155.149994
43140.00,156.410004
43143.00,162.710007
43144.00,164.339996
43145.00,167.369995
43146.00,172.990005
43147.00,172.429993
43151.00,171.850006
43152.00,171.070007
43153.00,172.5
43154.00,175.5
43157.00,178.970001
43158.00,178.389999
43159.00,178.119995
43160.00,175
43161.00,176.210007
43164.00,176.820007
43165.00,176.669998
43166.00,175.029999
43167.00,176.940002
43168.00,179.979996
43171.00,181.720001
43172.00,179.970001
43173.00,178.440002
43174.00,178.649994
43175.00,178.020004
43178.00,175.300003
43179.00,175.240005
43180.00,171.270004
43181.00,168.850006
43182.00,164.940002
43185.00,172.770004
43186.00,168.339996
43187.00,166.479996
43188.00,167.779999
43192.00,166.679993
43193.00,168.389999
43194.00,171.610001
43195.00,172.800003
43196.00,168.380005
43199.00,170.050003
43200.00,173.25
43201.00,172.440002
43202.00,174.139999
43203.00,174.729996
43206.00,175.820007
43207.00,178.240005
43208.00,177.839996
43209.00,172.800003
43210.00,165.720001
43213.00,165.240005
43214.00,162.940002
43215.00,163.649994
43216.00,164.220001
43217.00,162.320007
43220.00,165.259995
43221.00,169.100006
43222.00,176.570007
43223.00,176.889999
43224.00,183.830002
43227.00,185.160004
43228.00,186.050003
43229.00,187.360001
43230.00,190.039993
43231.00,188.589996
43234.00,188.149994
43235.00,186.440002
43236.00,188.179993
43237.00,186.990005
43238.00,186.309998
43241.00,187.630005
43242.00,187.160004
43243.00,188.360001
43244.00,188.149994
43245.00,188.580002
43249.00,187.899994
43250.00,187.5
43251.00,186.869995
43252.00,190.240005
43255.00,191.830002
43256.00,193.309998
43257.00,193.979996
43258.00,193.460007
43259.00,191.699997
43262.00,191.229996
43263.00,192.279999
43264.00,190.699997
43265.00,190.800003
43266.00,188.839996
43269.00,188.740005
43270.00,185.690002
43271.00,186.5
43272.00,185.460007
43273.00,184.919998
43276.00,182.169998
43277.00,184.429993
43278.00,184.160004
43279.00,185.5
43280.00,185.110001
43283.00,187.179993
43284.00,183.919998
43286.00,185.399994
43287.00,187.970001
43290.00,190.580002
43291.00,190.350006
43292.00,187.880005
43293.00,191.029999
43294.00,191.330002
43297.00,190.910004
43298.00,191.449997
43299.00,190.399994
43300.00,191.880005
43301.00,191.440002
43304.00,191.610001
43305.00,193
43306.00,194.820007
43307.00,194.210007
43308.00,190.979996
43311.00,189.910004
43312.00,190.289993
43313.00,201.5
43314.00,207.389999
43315.00,207.990005
43318.00,209.070007
43319.00,207.110001
43320.00,207.25
43321.00,208.880005
43322.00,207.529999
43325.00,208.869995
43326.00,209.75
43327.00,210.240005
43328.00,213.320007
43329.00,217.580002
43332.00,215.460007
43333.00,215.039993
43334.00,215.050003
43335.00,215.490005
43336.00,216.160004
43339.00,217.940002
43340.00,219.699997
43341.00,222.979996
43342.00,225.029999
43343.00,227.630005
43347.00,228.360001
43348.00,226.869995
43349.00,223.100006
43350.00,221.300003
43353.00,218.330002
43354.00,223.850006
43355.00,221.070007
43356.00,226.410004
43357.00,223.839996
43360.00,217.880005
43361.00,218.240005
43362.00,218.369995
43363.00,220.029999
43364.00,217.660004
43367.00,220.789993
43368.00,222.190002
43369.00,220.419998
43370.00,224.949997
43371.00,225.740005
43374.00,227.259995
43375.00,229.279999
43376.00,232.070007
43377.00,227.990005
43378.00,224.289993
43381.00,223.770004
43382.00,226.869995
43383.00,216.360001
43384.00,214.449997
43385.00,222.110001
43388.00,217.360001
43389.00,222.149994
43390.00,221.190002
43391.00,216.020004
43392.00,219.309998
43395.00,220.649994
43396.00,222.729996
43397.00,215.089996
43398.00,219.800003
43399.00,216.300003
43402.00,212.240005
43403.00,213.300003
43404.00,218.860001
